rfi_number,project,trade,co_amount,current_score,applicability,actionability,root_cause_clarity,specific_action,summary,flag,question_text
RFI-0774,Southline Office,,86744.0,N/A,,,,,,UNDERSCORE?,"Reference: A2.06, A7.01, RFI 525 and 683. At the elevator shaft walls at L6 there is a bent plate on the side of the structural beams that hangs down 1"" preventing the typical hanging soffit connection detail from RFI-0525. DPR Drywall proposes using two z-clips the length of the beam so that anothe"
RFI-1304,Southline Office,architectural,83469.0,4,,medium,,Ensure thorough review and confirmation of fire safety equipment locations in future projects to pre,Coordination gap identified regarding additional Knox Box locations for fire safety compliance.,,"Reference: SLP1 - RFI 1304 - PSD Knox Box Locations Confirmation Email Correspondence between DPR and SSF Fire Marshall Background: The architectural drawings show Keynote 280 on Sheet A2.01 for a Knox Box located outside the Fire Command Room. Per conversations with SSF Fire Marshall, additional Kn"
RFI-1302,Southline Office,architectural,83469.0,4.5,category_specific,high,partial,Ensure all door hardware specifications align with security requirements during the design phase.,This RFI emphasizes the importance of aligning door hardware specifications with security requiremen,,"Reference: SLP1 - RFI 1302 - PSD Door Hardware Schedule Alignment with Security Drawings Confirmation Sheet A9.20 Approved Submittal 3982-08-1113 PSD Doors, Frames, and Hardware Background: DFH submittal 3982 got approved by DES back in May of 2023. The submittal's hardware schedule reflected what w"
RFI-1722,Southline Office,architectural,82619.0,4.5,category_specific,medium,partial,Establish a checklist for painting standards and finish quality assessments in future projects.,This RFI emphasizes the importance of aesthetic consistency in construction finishes and the need fo,,"Reference: SLP1 - RFI 1722 - PSD Shear Wall Paint Confirmation Sheets A2.01, A2.02, A2.03, A2.04, A2.05 Marked up pictures Background: Due to the sequence of the construction of the shear walls in relation to the slabs, the quality of the concrete finish was very inconsistent throughout the parking "
RFI-2028,Southline Office,,82138.0,5,broad,high,clear,Implement a checklist item for verifying safety compliance with local regulations regarding barriers,The RFI highlights a critical safety compliance issue regarding stair barriers that must be addresse,,"Cane rail is installed at Level 1 at Stairs 1, 2, and 3 per detail 2/A7.21 and Keynote 756. However, as shown in below snippit from the project conditions of approval, a full height barrier is needed. The current cane rails can allow people to conceal themselves under the stairs, since it is low eno"
RFI-1631,Southline Office,"architectural, concrete, landscaping",79170.0,4,category_specific,medium,partial,Ensure structural stability requirements for terrace walls and formwork are reviewed in future desig,The RFI highlights the importance of confirming structural measures for terrace walls and formwork.,,"REF: Site - B2 Current Set: L1.11A, 20/L8.02 POST TO: Site - B2 Current Set: L1.11A, 20/L8.02 Please review the attached files. Trademark requests to install footings at terrace walls to ensure structural stability. Trademark also requests to install rat slab to assist with form work of B2 seat wall"
RFI-1680,Southline Office,,78180.0,N/A,,,,,,UNDERSCORE?,Reference: SLP1 - RFI 1680 - PSD Elevator Tower West Elevation Opening Dimension Confirmation Sheet A5.11 and A8.11 Email Correspondence between DES and DPR SK- Drawing Background: Architectural drawings do not clearly note opening height dimension. Q1: Per the attached email conversation and drawin
RFI-1287,Southline Office,"civil_site, landscaping",77183.0,N/A,,,,,,UNDERSCORE?,The San Bruno Stamped Irrigation plans introduce BART irrigation legend on sheet L3.10.1. The symbols in this legend are identical to the symbols in the irrigation legend on sheet L3.00 but call for different model numbers. Please advise on the following questions: 1. Please confirm if the previousl
RFI-1736,Southline Office,architectural,74462.0,2,narrow,low,partial,Ensure sealant specifications are clearly defined in project documents to avoid future RFIs.,This RFI addresses a minor detail clarification regarding sealant specifications.,UNDERSCORE?,"Referenced Documents: Details A & B on A9.22 Question: Details A and B on A9.22 for CMU Wall Doors call out a 3/8"" sealant with backer rod requirement at both the head and jamb in the gap between the hollow metal frame and the CMU wall. Please confirm what type of sealant and what color we are to in"
RFI-1136,Southline Office,,74462.0,N/A,,,,,,UNDERSCORE?,"Reference: A9.13/Detail 5 and 6 SI.06 G0.01 Tenant Improvement Notes A7.01, A7.05, A7.07 Q1: In order to maintain air pressurization at stair 2, DPR recommends installing drywall on the side of the wall clouded, as shown in sketch 1. Please confirm this is acceptable and clarify the type of wall ass"
RFI-21,Abbott Alameda Office TI,architectural,72300.0,4,broad,high,clear,Implement a checklist for reviewing demolition plans to ensure all necessary details are included be,The absence of demolition details for existing flooring in design documents led to a costly change o,,Reference: RFI 21 - Abbott Alameda 1420 HBP - Flooring Removal in Existing Conference Room 02H6C Confirmation Sheet AD2.1.2 and Note D21 in sheet AD2.1.2 Existing Conference Room 02H6C is to become the new employee Breakroom which will be getting new LVT plank flooring. Note D21 is not shown in the 
RFI-113,Silicon Valley Office,,71971.0,4,broad,high,clear,Implement a review process for all below-grade details to ensure clarity and alignment with the inte,The RFI for the modified planter scope resulted from unclear specifications for below-grade planters,,RFI for record -Modified Planter Scope
RFI-1480,Southline Office,architectural,68518.0,4.5,broad,high,clear,Ensure all door functionalities are verified against code requirements and project specifications.,The RFI highlights important door functionality confirmations that are essential for compliance and ,,"Per 3/8/24 Door functionality meeting with DPR, PMA, & DES, please provide direction on the following Door Functionality: 1. Openings 136A, 136B, 137: please confirm these openings are to be prepped for future card reader functionality including: A. 136A - removing card reader device, change to pass"
RFI-1132,Southline Office,"architectural, structural",67447.0,4.5,category_specific,medium,partial,Implement a checklist for verifying wall heights and embed placements during construction to prevent,This RFI highlights the importance of verifying structural dimensions and connections during constru,,"Referenced Documents: A2.01S, 9,10/S5.3, 6/S6.2, 3/S6.3, Section Cut of GL 9 Wall Markup, Beam Seat Above Embed at North and South Ends of GL 9 Wall Markup Question: The shear wall on GL 9 has been built 6"" too short, with its required height of 19' 1"" at the North end of the wall and 18'7"" on the S"
RFI-1233.1,Southline Office,,67139.0,4,category_specific,medium,partial,Ensure that alternative support methods are evaluated for compliance with design specifications in f,The RFI highlights the need for clarity in material specifications and their acceptability in struct,,"Reference: SLP1 - RFI1233.1 - PSD Storage Room 117 CMU Wall Shift Confirmation_R1 SLP1 - RFI1233 - PSD Storage Room 117 CMU Wall Shift Confirmation Sheet A2.01 Attached SSK-01 Background: Per RFI1233, Glazier Steel was to provide an L-angle support with a minimum dimension of 6"" x 12"" x 7"" wide, per"
RFI-1233,Southline Office,,67139.0,4,category_specific,medium,clear,Implement a verification process for curb layouts and wall placements to prevent similar shifts in f,The RFI highlights a significant coordination issue with the CMU wall placement that could affect fu,,"Reference: SLP1 - RFI1232 - PSD Storage Room 117 CMU Wall Shift Confirmation Sheet A2.01 Attached SSK-01 Background: DPR GC provided curb layout for the CMU curbs at Tier 1 MPOE, Fire Command, and Storage Room (117). When DPR Concrete poured these curbs, the exterior edge of the curb was taken as th"
RFI-0260,Southline Office,,66948.0,N/A,,,,,,UNDERSCORE?,"Ref: Wind Responsive Report by CPP Wind Engineering Consultant (dated 01.23.23); M2.01, A1.00 (PCR #2 dated 01.10.23); Email correspondence between Jordan B. Singh/CPP and Meg Gainey/DES dated 12.12.22) Per email correspondence, there is a height limitation by FAA that the anemometer cannot be place"
RFI-1167,Southline Office,structural,65827.0,4.5,category_specific,medium,clear,Ensure clarity on shop drawing requirements for interior framing in future projects.,Clarification on shop drawing requirements for interior metal stud framing provides valuable insight,,Ref Spec Section 054000: Spec section 054000 calls out that it covers both exterior and interior wall framing. Subsection 1.3.C requires shop drawings stamped by a licensed professional structural engineer. Please confirm per conversation with Demetrios K/DES and Lea R/DPR on 12/7/23 that shop drawi
RFI-1010,Southline Office,,65827.0,N/A,,,,,,UNDERSCORE?,"Reference: A2.07, RFI 0968 Q1: Similar to question two in RFI 0968, the east wall bottom track is extending roughly 3/4"" to 1"" over the concrete curb. Please confirm it is acceptable to use z clips to extend the densdeck prime to the bottom of the curb."
RFI-1496,Southline Office,,64740.0,N/A,,,,,,UNDERSCORE?,PSD - G6/GA Shaft Rating Requirement
RFI-1273,Southline Office,,62891.0,N/A,,,,,,UNDERSCORE?,"Reference: G2.01, A2.01, A5.10, A5.11, E2.01, RFI-1180 response Per RFI-1180 response, exit signage infrastructure is to be routed through storefront mullion system. Please confirm mullion mounted exit signs is acceptable. If acceptable, please advise on layout for the mullion mounted exit signs as "
RFI-0667,Southline Office,,62853.0,N/A,,,,,,UNDERSCORE?,"Reference: Maple Rule 20 JT 4.0 Per the current plan the Joint Trench was to be run as shown in Maple Rule 20 Plan page JT 4.0. However, currently there was an unmarked buried concrete structure South of South maple Ave as shown in attached JT 4.0. As such, PEC suggests rerouting the section of the "
